lit_name,rank,bna_L3_code,bna_area_abbr,bna_area_name,bna_L2_abbr,bna_label_id_L,bna_label_id_R,n_papers,n_coords,p,p_raw,p_unobserved,k_total,n_support
superior middle frontal,1,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,1,1,0.3333,1.0,0.11111,1,7
superior middle frontal lobe,1,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,1,1,0.3333,1.0,0.11111,1,7
superior motor area,1,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,1,1,0.2727,0.5,0.09091,2,7
superior motor area,2,SFG_L(R)_7_5,A6m,medial area 6,SFG,9,10,1,1,0.2727,0.5,0.09091,2,7
superior occipital,1,IPL_L(R)_6_1,A39c,caudal area 39(PGp),IPL,135,136,3,4,0.1707,0.3,0.02439,10,21
superior occipital,2,LOcC_L(R)_4_3,OPC,occipital polar cortex,LOcC,203,204,3,3,0.1707,0.3,0.02439,10,21
superior occipital,3,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,2,2,0.122,0.2,0.02439,10,21
superior occipital,4,MVOcC_L(R)_5_3,cCunG,caudal cuneus gyrus,MVOcC,193,194,1,1,0.0732,0.1,0.02439,10,21
superior occipital,5,PCun_L(R)_4_3,dmPOS,dorsomedial parietooccipital sulcus(PEr),Pcun,151,152,1,1,0.0732,0.1,0.02439,10,21
superior occipital cortex,1,LOcC_L(R)_4_3,OPC,occipital polar cortex,LOcC,203,204,2,3,0.2381,0.4,0.04762,5,11
superior occipital cortex,2,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,1,1,0.1429,0.2,0.04762,5,11
superior occipital cortex,3,LOcC_L(R)_4_1,mOccG,middle occipital gyrus,LOcC,199,200,1,1,0.1429,0.2,0.04762,5,11
superior occipital cortex,4,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,MVOcC,197,198,1,1,0.1429,0.2,0.04762,5,11
superior occipital cortexc,1,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,1,1,0.375,1.0,0.125,1,6
superior occipital g,1,IPL_L(R)_6_1,A39c,caudal area 39(PGp),IPL,135,136,1,5,0.375,1.0,0.125,1,6
superior occipital gyrus,1,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,26,31,0.2366,0.2653,0.00446,98,28
superior occipital gyrus,2,LOcC_L(R)_4_3,OPC,occipital polar cortex,LOcC,203,204,16,19,0.1473,0.1633,0.00446,98,28
superior occipital gyrus,3,LOcC_L(R)_2_1,msOccG,medial superior occipital gyrus,LOcC,207,208,16,18,0.1473,0.1633,0.00446,98,28
superior occipital gyrus,4,IPL_L(R)_6_1,A39c,caudal area 39(PGp),IPL,135,136,13,15,0.1205,0.1327,0.00446,98,28
superior occipital gyrus,5,LOcC_L(R)_4_1,mOccG,middle occipital gyrus,LOcC,199,200,6,6,0.058,0.0612,0.00446,98,28
superior occipital gyrus,6,PCun_L(R)_4_3,dmPOS,dorsomedial parietooccipital sulcus(PEr),Pcun,151,152,5,5,0.0491,0.051,0.00446,98,28
superior occipital gyrus,7,MVOcC_L(R)_5_3,cCunG,caudal cuneus gyrus,MVOcC,193,194,4,4,0.0402,0.0408,0.00446,98,28
superior occipital gyrus,8,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),IPL,143,144,3,4,0.0312,0.0306,0.00446,98,28
superior occipital gyrus,9,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,MVOcC,197,198,3,4,0.0312,0.0306,0.00446,98,28
superior occipital gyrus,10,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),IPL,137,138,3,3,0.0312,0.0306,0.00446,98,28
superior occipital gyrus,11,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.0134,0.0102,0.00446,98,28
superior occipital gyrus,12,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,1,0.0134,0.0102,0.00446,98,28
superior occipital gyrus,13,MVOcC_L(R)_5_2,rCunG,rostral cuneus gyrus,MVOcC,191,192,1,1,0.0134,0.0102,0.00446,98,28
superior occipital gyrus 19,1,IPL_L(R)_6_1,A39c,caudal area 39(PGp),IPL,135,136,4,4,0.5625,0.8,0.0625,5,6
superior occipital gyrus 19,2,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),IPL,137,138,1,1,0.1875,0.2,0.0625,5,6
superior occipital gyrus ba 18,1,LOcC_L(R)_4_3,OPC,occipital polar cortex,LOcC,203,204,1,1,0.375,1.0,0.125,1,6
superior occipital gyrus ba 19,1,LOcC_L(R)_4_1,mOccG,middle occipital gyrus,LOcC,199,200,2,2,0.2083,0.3333,0.04167,6,12
superior occipital gyrus ba 19,2,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,1,2,0.125,0.1667,0.04167,6,12
superior occipital gyrus ba 19,3,IPL_L(R)_6_1,A39c,caudal area 39(PGp),IPL,135,136,1,1,0.125,0.1667,0.04167,6,12
superior occipital gyrus ba 19,4,LOcC_L(R)_2_1,msOccG,medial superior occipital gyrus,LOcC,207,208,1,1,0.125,0.1667,0.04167,6,12
superior occipital gyrus ba 19,5,LOcC_L(R)_4_3,OPC,occipital polar cortex,LOcC,203,204,1,1,0.125,0.1667,0.04167,6,12
superior occipital gyrus ba 39,1,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,1,1,0.375,1.0,0.125,1,6
superior occipital lobe,1,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,3,6,0.2917,0.5,0.04167,6,12
superior occipital lobe,2,LOcC_L(R)_4_3,OPC,occipital polar cortex,LOcC,203,204,1,2,0.125,0.1667,0.04167,6,12
superior occipital lobe,3,IPL_L(R)_6_1,A39c,caudal area 39(PGp),IPL,135,136,1,1,0.125,0.1667,0.04167,6,12
superior occipital lobe,4,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),IPL,137,138,1,1,0.125,0.1667,0.04167,6,12
superior ofc,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,1,0.3,0.5,0.1,2,6
superior ofc,2,OrG_L(R)_6_4,A11m,medial area 11,OrG,47,48,1,1,0.3,0.5,0.1,2,6
superior orbital,1,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,2,2,0.2381,0.5,0.04762,4,13
superior orbital,2,MFG_L(R)_7_3,A46,area 46,MFG,19,20,1,2,0.1429,0.25,0.04762,4,13
superior orbital,3,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,1,1,0.1429,0.25,0.04762,4,13
superior orbital frontal gyrus ba 11,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,1,0.375,1.0,0.125,1,6
superior orbital gyrus,1,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,2,2,0.2381,0.5,0.04762,4,13
superior orbital gyrus,2,OrG_L(R)_6_5,A13,area 13,OrG,49,50,1,3,0.1429,0.25,0.04762,4,13
superior orbital gyrus,3,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,1,0.1429,0.25,0.04762,4,13
superior orbitofrontal,1,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,1,1,0.3333,1.0,0.11111,1,7
superior orbitofrontal cortex,1,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,1,1,0.3333,1.0,0.11111,1,7
superior orbitofrontal gyrus,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,1,0.375,1.0,0.125,1,6
superior parietal,1,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),SPL,133,134,10,13,0.1257,0.1562,0.00599,64,39
superior parietal,2,SPL_L(R)_5_2,A7c,caudal area 7,SPL,127,128,10,10,0.1257,0.1562,0.00599,64,39
superior parietal,3,SPL_L(R)_5_1,A7r,rostral area 7,SPL,125,126,8,9,0.1018,0.125,0.00599,64,39
superior parietal,4,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,6,7,0.0778,0.0938,0.00599,64,39
superior parietal,5,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),IPL,137,138,6,6,0.0778,0.0938,0.00599,64,39
superior parietal,6,SPL_L(R)_5_4,A7pc,postcentral area 7,SPL,131,132,4,8,0.0539,0.0625,0.00599,64,39
superior parietal,7,LOcC_L(R)_2_1,msOccG,medial superior occipital gyrus,LOcC,207,208,3,3,0.0419,0.0469,0.00599,64,39
superior parietal,8,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),IPL,143,144,2,2,0.0299,0.0312,0.00599,64,39
superior parietal,9,PCun_L(R)_4_3,dmPOS,dorsomedial parietooccipital sulcus(PEr),Pcun,151,152,2,2,0.0299,0.0312,0.00599,64,39
superior parietal,10,PoG_L(R)_4_3,A2,area 2,PoG,159,160,2,2,0.0299,0.0312,0.00599,64,39
superior parietal,11,IPL_L(R)_6_4,A40c,caudal area 40(PFm),IPL,141,142,1,2,0.018,0.0156,0.00599,64,39
superior parietal,12,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,MVOcC,197,198,1,2,0.018,0.0156,0.00599,64,39
superior parietal,13,IPL_L(R)_6_1,A39c,caudal area 39(PGp),IPL,135,136,1,1,0.018,0.0156,0.00599,64,39
superior parietal,14,IPL_L(R)_6_3,A40rd,rostrodorsal area 40(PFt),IPL,139,140,1,1,0.018,0.0156,0.00599,64,39
superior parietal,15,IPL_L(R)_6_6,A40rv,rostroventral area 40(PFop),IPL,145,146,1,1,0.018,0.0156,0.00599,64,39
superior parietal,16,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,1,0.018,0.0156,0.00599,64,39
superior parietal,17,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),PCL,65,66,1,1,0.018,0.0156,0.00599,64,39
superior parietal,18,PCun_L(R)_4_1,A7m,medial area 7(PEp),Pcun,147,148,1,1,0.018,0.0156,0.00599,64,39
superior parietal,19,PCun_L(R)_4_2,A5m,medial area 5(PEm),Pcun,149,150,1,1,0.018,0.0156,0.00599,64,39
superior parietal,20,PoG_L(R)_4_4,A1/2/3tru,area 1/2/3(trunk region),PoG,161,162,1,1,0.018,0.0156,0.00599,64,39
superior parietal,21,SPL_L(R)_5_3,A5l,lateral area 5,SPL,129,130,1,1,0.018,0.0156,0.00599,64,39
superior parietal ba 5,1,SPL_L(R)_5_1,A7r,rostral area 7,SPL,125,126,1,1,0.4286,1.0,0.14286,1,5
superior parietal ba 7,1,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),SPL,133,134,3,6,0.4667,0.6,0.06667,5,5
superior parietal ba 7,2,SPL_L(R)_5_1,A7r,rostral area 7,SPL,125,126,1,1,0.2,0.2,0.06667,5,5
superior parietal ba 7,3,SPL_L(R)_5_2,A7c,caudal area 7,SPL,127,128,1,1,0.2,0.2,0.06667,5,5
superior parietal cortex,1,SPL_L(R)_5_2,A7c,caudal area 7,SPL,127,128,7,7,0.1471,0.1795,0.0098,39,24
superior parietal cortex,2,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),SPL,133,134,6,6,0.1275,0.1538,0.0098,39,24
superior parietal cortex,3,SPL_L(R)_5_1,A7r,rostral area 7,SPL,125,126,5,5,0.1078,0.1282,0.0098,39,24
superior parietal cortex,4,PCun_L(R)_4_3,dmPOS,dorsomedial parietooccipital sulcus(PEr),Pcun,151,152,4,4,0.0882,0.1026,0.0098,39,24
superior parietal cortex,5,SPL_L(R)_5_4,A7pc,postcentral area 7,SPL,131,132,3,4,0.0686,0.0769,0.0098,39,24
superior parietal cortex,6,PCun_L(R)_4_1,A7m,medial area 7(PEp),Pcun,147,148,3,3,0.0686,0.0769,0.0098,39,24
superior parietal cortex,7,IPL_L(R)_6_1,A39c,caudal area 39(PGp),IPL,135,136,2,2,0.049,0.0513,0.0098,39,24
superior parietal cortex,8,IPL_L(R)_6_4,A40c,caudal area 40(PFm),IPL,141,142,2,2,0.049,0.0513,0.0098,39,24
superior parietal cortex,9,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),IPL,137,138,1,3,0.0294,0.0256,0.0098,39,24
superior parietal cortex,10,PCun_L(R)_4_2,A5m,medial area 5(PEm),Pcun,149,150,1,3,0.0294,0.0256,0.0098,39,24
superior parietal cortex,11,IPL_L(R)_6_3,A40rd,rostrodorsal area 40(PFt),IPL,139,140,1,1,0.0294,0.0256,0.0098,39,24
superior parietal cortex,12,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),IPL,143,144,1,1,0.0294,0.0256,0.0098,39,24
superior parietal cortex,13,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,MVOcC,197,198,1,1,0.0294,0.0256,0.0098,39,24
superior parietal cortex,14,PoG_L(R)_4_1,A1/2/3ulhf,"area 1/2/3(upper limb, head and face region)",PoG,155,156,1,1,0.0294,0.0256,0.0098,39,24
superior parietal cortex,15,PoG_L(R)_4_4,A1/2/3tru,area 1/2/3(trunk region),PoG,161,162,1,1,0.0294,0.0256,0.0098,39,24
superior parietal cortex 7,1,SPL_L(R)_5_1,A7r,rostral area 7,SPL,125,126,1,1,0.3333,0.5,0.11111,2,5
superior parietal cortex 7,2,SPL_L(R)_5_2,A7c,caudal area 7,SPL,127,128,1,1,0.3333,0.5,0.11111,2,5
superior parietal cortex bi,1,PCun_L(R)_4_1,A7m,medial area 7(PEp),Pcun,147,148,1,1,0.5,1.0,0.16667,1,4
superior parietal gyrus,1,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),SPL,133,134,6,7,0.1313,0.1875,0.0101,32,35
superior parietal gyrus,2,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),IPL,137,138,6,6,0.1313,0.1875,0.0101,32,35
superior parietal gyrus,3,SPL_L(R)_5_2,A7c,caudal area 7,SPL,127,128,4,5,0.0909,0.125,0.0101,32,35
superior parietal gyrus,4,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,4,4,0.0909,0.125,0.0101,32,35
superior parietal gyrus,5,PCun_L(R)_4_3,dmPOS,dorsomedial parietooccipital sulcus(PEr),Pcun,151,152,2,3,0.0505,0.0625,0.0101,32,35
superior parietal gyrus,6,SPL_L(R)_5_1,A7r,rostral area 7,SPL,125,126,2,2,0.0505,0.0625,0.0101,32,35
superior parietal gyrus,7,SPL_L(R)_5_3,A5l,lateral area 5,SPL,129,130,2,2,0.0505,0.0625,0.0101,32,35
superior parietal gyrus,8,IPL_L(R)_6_3,A40rd,rostrodorsal area 40(PFt),IPL,139,140,1,2,0.0303,0.0312,0.0101,32,35
superior parietal gyrus,9,CG_L(R)_7_4,A23v,ventral area 23,CG,181,182,1,1,0.0303,0.0312,0.0101,32,35
superior parietal gyrus,10,LOcC_L(R)_2_1,msOccG,medial superior occipital gyrus,LOcC,207,208,1,1,0.0303,0.0312,0.0101,32,35
superior parietal gyrus,11,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,MVOcC,197,198,1,1,0.0303,0.0312,0.0101,32,35
superior parietal gyrus,12,SPL_L(R)_5_4,A7pc,postcentral area 7,SPL,131,132,1,1,0.0303,0.0312,0.0101,32,35
superior parietal gyrus,13,pSTS_L(R)_2_1,rpSTS,rostroposterior superior temporal sulcus,pSTS,121,122,1,1,0.0303,0.0312,0.0101,32,35
superior parietal lobe,1,SPL_L(R)_5_2,A7c,caudal area 7,SPL,127,128,14,17,0.1812,0.2258,0.00625,62,36
superior parietal lobe,2,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),SPL,133,134,13,20,0.1688,0.2097,0.00625,62,36
superior parietal lobe,3,SPL_L(R)_5_1,A7r,rostral area 7,SPL,125,126,7,10,0.0938,0.1129,0.00625,62,36
superior parietal lobe,4,SPL_L(R)_5_3,A5l,lateral area 5,SPL,129,130,7,7,0.0938,0.1129,0.00625,62,36
superior parietal lobe,5,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,MVOcC,197,198,4,6,0.0562,0.0645,0.00625,62,36
superior parietal lobe,6,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,4,5,0.0562,0.0645,0.00625,62,36
superior parietal lobe,7,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),IPL,137,138,3,3,0.0438,0.0484,0.00625,62,36
superior parietal lobe,8,SPL_L(R)_5_4,A7pc,postcentral area 7,SPL,131,132,2,6,0.0312,0.0323,0.00625,62,36
superior parietal lobe,9,PCun_L(R)_4_4,A31,area 31 (Lc1),Pcun,153,154,2,2,0.0312,0.0323,0.00625,62,36
superior parietal lobe,10,FuG_L(R)_3_1,A20rv,rostroventral area 20,FuG,103,104,1,1,0.0188,0.0161,0.00625,62,36
superior parietal lobe,11,MVOcC_L(R)_5_2,rCunG,rostral cuneus gyrus,MVOcC,191,192,1,1,0.0188,0.0161,0.00625,62,36
superior parietal lobe,12,PCun_L(R)_4_2,A5m,medial area 5(PEm),Pcun,149,150,1,1,0.0188,0.0161,0.00625,62,36
superior parietal lobe,13,PCun_L(R)_4_3,dmPOS,dorsomedial parietooccipital sulcus(PEr),Pcun,151,152,1,1,0.0188,0.0161,0.00625,62,36
superior parietal lobe,14,SFG_L(R)_7_2,A8dl,dorsolateral area 8,SFG,3,4,1,1,0.0188,0.0161,0.00625,62,36
superior parietal lobe,15,SFG_L(R)_7_5,A6m,medial area 6,SFG,9,10,1,1,0.0188,0.0161,0.00625,62,36
superior parietal lobe 7,1,SPL_L(R)_5_2,A7c,caudal area 7,SPL,127,128,1,3,0.3333,0.5,0.11111,2,5
superior parietal lobe 7,2,SPL_L(R)_5_4,A7pc,postcentral area 7,SPL,131,132,1,1,0.3333,0.5,0.11111,2,5
superior parietal lobe ba 7,1,PCun_L(R)_4_3,dmPOS,dorsomedial parietooccipital sulcus(PEr),Pcun,151,152,1,1,0.2308,0.5,0.07692,2,9
superior parietal lobe ba 7,2,SPL_L(R)_5_2,A7c,caudal area 7,SPL,127,128,1,1,0.2308,0.5,0.07692,2,9
superior parietal lobea,1,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),SPL,133,134,1,2,0.1765,0.3333,0.05882,3,11
superior parietal lobea,2,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),IPL,137,138,1,1,0.1765,0.3333,0.05882,3,11
superior parietal lobea,3,SPL_L(R)_5_2,A7c,caudal area 7,SPL,127,128,1,1,0.1765,0.3333,0.05882,3,11
superior parietal lobule,1,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),SPL,133,134,83,109,0.199,0.2237,0.00119,371,97
superior parietal lobule,2,SPL_L(R)_5_2,A7c,caudal area 7,SPL,127,128,61,87,0.1466,0.1644,0.00119,371,97
superior parietal lobule,3,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),IPL,137,138,38,49,0.0918,0.1024,0.00119,371,97
superior parietal lobule,4,SPL_L(R)_5_3,A5l,lateral area 5,SPL,129,130,32,36,0.0775,0.0863,0.00119,371,97
superior parietal lobule,5,SPL_L(R)_5_1,A7r,rostral area 7,SPL,125,126,29,34,0.0703,0.0782,0.00119,371,97
superior parietal lobule,6,SPL_L(R)_5_4,A7pc,postcentral area 7,SPL,131,132,25,29,0.0608,0.0674,0.00119,371,97
superior parietal lobule,7,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,24,26,0.0584,0.0647,0.00119,371,97
superior parietal lobule,8,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,MVOcC,197,198,12,17,0.0298,0.0323,0.00119,371,97
superior parietal lobule,9,IPL_L(R)_6_1,A39c,caudal area 39(PGp),IPL,135,136,8,9,0.0203,0.0216,0.00119,371,97
superior parietal lobule,10,PCun_L(R)_4_1,A7m,medial area 7(PEp),Pcun,147,148,7,7,0.0179,0.0189,0.00119,371,97
superior parietal lobule,11,IPL_L(R)_6_3,A40rd,rostrodorsal area 40(PFt),IPL,139,140,6,6,0.0155,0.0162,0.00119,371,97
superior parietal lobule,12,PCun_L(R)_4_3,dmPOS,dorsomedial parietooccipital sulcus(PEr),Pcun,151,152,5,5,0.0131,0.0135,0.00119,371,97
superior parietal lobule,13,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,4,5,0.0107,0.0108,0.00119,371,97
superior parietal lobule,14,PhG_L(R)_6_2,A35/36c,caudal area 35/36,PhG,111,112,3,4,0.0083,0.0081,0.00119,371,97
superior parietal lobule,15,MVOcC_L(R)_5_2,rCunG,rostral cuneus gyrus,MVOcC,191,192,2,7,0.006,0.0054,0.00119,371,97
superior parietal lobule,16,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,2,2,0.006,0.0054,0.00119,371,97
superior parietal lobule,17,IPL_L(R)_6_4,A40c,caudal area 40(PFm),IPL,141,142,2,2,0.006,0.0054,0.00119,371,97
superior parietal lobule,18,PCun_L(R)_4_2,A5m,medial area 5(PEm),Pcun,149,150,2,2,0.006,0.0054,0.00119,371,97
superior parietal lobule,19,PoG_L(R)_4_3,A2,area 2,PoG,159,160,2,2,0.006,0.0054,0.00119,371,97
superior parietal lobule,20,PoG_L(R)_4_4,A1/2/3tru,area 1/2/3(trunk region),PoG,161,162,2,2,0.006,0.0054,0.00119,371,97
superior parietal lobule,21,STG_L(R)_6_2,A41/42,area 41/42,STG,71,72,2,2,0.006,0.0054,0.00119,371,97
superior parietal lobule,22,BG_L(R)_6_6,dlPu,dorsolateral putamen,BG,229,230,1,4,0.0036,0.0027,0.00119,371,97
superior parietal lobule,23,pSTS_L(R)_2_1,rpSTS,rostroposterior superior temporal sulcus,pSTS,121,122,1,4,0.0036,0.0027,0.00119,371,97
superior parietal lobule,24,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,1,2,0.0036,0.0027,0.00119,371,97
superior parietal lobule,25,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,2,0.0036,0.0027,0.00119,371,97
superior parietal lobule,26,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,1,2,0.0036,0.0027,0.00119,371,97
superior parietal lobule,27,BG_L(R)_6_2,GP,globus pallidus,BG,221,222,1,1,0.0036,0.0027,0.00119,371,97
superior parietal lobule,28,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,1,1,0.0036,0.0027,0.00119,371,97
superior parietal lobule,29,CG_L(R)_7_4,A23v,ventral area 23,CG,181,182,1,1,0.0036,0.0027,0.00119,371,97
superior parietal lobule,30,FuG_L(R)_3_3,A37lv,lateroventral area 37,FuG,107,108,1,1,0.0036,0.0027,0.00119,371,97
superior parietal lobule,31,INS_L(R)_6_5,dIg,dorsal granular insula,INS,171,172,1,1,0.0036,0.0027,0.00119,371,97
superior parietal lobule,32,INS_L(R)_6_6,dId,dorsal dysgranular insula,INS,173,174,1,1,0.0036,0.0027,0.00119,371,97
superior parietal lobule,33,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),IPL,143,144,1,1,0.0036,0.0027,0.00119,371,97
superior parietal lobule,34,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.0036,0.0027,0.00119,371,97
superior parietal lobule,35,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,1,0.0036,0.0027,0.00119,371,97
superior parietal lobule,36,MVOcC_L(R)_5_3,cCunG,caudal cuneus gyrus,MVOcC,193,194,1,1,0.0036,0.0027,0.00119,371,97
superior parietal lobule,37,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),PCL,65,66,1,1,0.0036,0.0027,0.00119,371,97
superior parietal lobule,38,PrG_L(R)_6_3,A4ul,area 4(upper limb region),PrG,57,58,1,1,0.0036,0.0027,0.00119,371,97
superior parietal lobule,39,PrG_L(R)_6_5,A4tl,area 4(tongue and larynx region),PrG,61,62,1,1,0.0036,0.0027,0.00119,371,97
superior parietal lobule,40,Tha_L(R)_8_1,mPFtha,medial pre-frontal thalamus,Tha,231,232,1,1,0.0036,0.0027,0.00119,371,97
superior parietal lobule,41,Tha_L(R)_8_7,cTtha,caudal temporal thalamus,Tha,243,244,1,1,0.0036,0.0027,0.00119,371,97
superior parietal lobule 3,1,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),SPL,133,134,1,2,0.4286,1.0,0.14286,1,5
superior parietal lobule 5,1,SPL_L(R)_5_4,A7pc,postcentral area 7,SPL,131,132,1,1,0.4286,1.0,0.14286,1,5
superior parietal lobule 7,1,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),IPL,137,138,4,5,0.1765,0.2353,0.01961,17,17
superior parietal lobule 7,2,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),SPL,133,134,4,5,0.1765,0.2353,0.01961,17,17
superior parietal lobule 7,3,SPL_L(R)_5_1,A7r,rostral area 7,SPL,125,126,3,4,0.1373,0.1765,0.01961,17,17
superior parietal lobule 7,4,SPL_L(R)_5_2,A7c,caudal area 7,SPL,127,128,3,4,0.1373,0.1765,0.01961,17,17
superior parietal lobule 7,5,SPL_L(R)_5_3,A5l,lateral area 5,SPL,129,130,1,2,0.0588,0.0588,0.01961,17,17
superior parietal lobule 7,6,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,1,1,0.0588,0.0588,0.01961,17,17
superior parietal lobule 7,7,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.0588,0.0588,0.01961,17,17
superior parietal lobule 7pc,1,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),SPL,133,134,1,1,0.4286,1.0,0.14286,1,5
superior parietal lobule ba 2 5,1,SPL_L(R)_5_1,A7r,rostral area 7,SPL,125,126,1,1,0.3333,0.5,0.11111,2,5
superior parietal lobule ba 2 5,2,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),SPL,133,134,1,1,0.3333,0.5,0.11111,2,5
superior parietal lobule ba 40,1,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),IPL,137,138,1,1,0.1875,0.5,0.0625,2,12
superior parietal lobule ba 40,2,STG_L(R)_6_4,A22c,caudal area 22,STG,75,76,1,1,0.1875,0.5,0.0625,2,12
superior parietal lobule ba 5,1,SPL_L(R)_5_1,A7r,rostral area 7,SPL,125,126,1,1,0.4286,1.0,0.14286,1,5
superior parietal lobule ba 7,1,SPL_L(R)_5_2,A7c,caudal area 7,SPL,127,128,3,4,0.3684,0.4286,0.05263,7,5
superior parietal lobule ba 7,2,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),SPL,133,134,3,4,0.3684,0.4286,0.05263,7,5
superior parietal lobule ba 7,3,SPL_L(R)_5_1,A7r,rostral area 7,SPL,125,126,1,2,0.1579,0.1429,0.05263,7,5
superior parietal lobule ba 7 include precuneus ba 7,1,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),SPL,133,134,1,1,0.4286,1.0,0.14286,1,5
superior parietal lobule extending downward into the intra occipital sulcus,1,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),SPL,133,134,1,1,0.4286,1.0,0.14286,1,5
superior parietal lobule1,1,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),IPL,137,138,1,1,0.2,0.5,0.06667,2,11
superior parietal lobule1,2,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),SPL,133,134,1,1,0.2,0.5,0.06667,2,11
