lit_name,lit_surface_top,lit_n_surface,k_papers,n_observed,eff_n,n80,top1_p,rank,bna_L2_abbr,bna_L2_name,bna_lobe,n_papers,n_papers_raw,n_coords,p,p_raw,p_unobserved,lit_surface_forms
lateral occipito temporal sulcus,Lateral occipito-temporal sulcus,2,2.0,2,22.13,19,0.1071,2,ITG,Inferior Temporal Gyrus,Temporal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Lateral occipito-temporal sulcus | Lateral-occipito-temporal sulcus
lateral occipitotemporal gyrus,Right lateral occipitotemporal gyrus,1,1.0,1,22.91,19,0.1153,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Right lateral occipitotemporal gyrus
lateral ofc,Lateral OFC,7,12.0,4,14.79,15,0.1876,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,4.0,4.0,9,0.1875,0.3333,0.02083,Lateral OFC | Right lateral OFC | Lateral OFC L | Lateral OFC R | Left Lateral OFC | Left lateral OFC | Right Lateral OFC
lateral ofc,Lateral OFC,7,12.0,4,14.79,15,0.1876,2,OrG,Orbital Gyrus,Frontal Lobe,4.0,4.0,5,0.1875,0.3333,0.02083,Lateral OFC | Right lateral OFC | Lateral OFC L | Lateral OFC R | Left Lateral OFC | Left lateral OFC | Right Lateral OFC
lateral ofc,Lateral OFC,7,12.0,4,14.79,15,0.1876,3,MFG,Middle Frontal Gyrus,Frontal Lobe,3.0,3.0,4,0.1458,0.25,0.02083,Lateral OFC | Right lateral OFC | Lateral OFC L | Lateral OFC R | Left Lateral OFC | Left lateral OFC | Right Lateral OFC
lateral ofc,Lateral OFC,7,12.0,4,14.79,15,0.1876,4,INS,Insular Gyrus,Insular Lobe,1.0,1.0,1,0.0625,0.0833,0.02083,Lateral OFC | Right lateral OFC | Lateral OFC L | Lateral OFC R | Left Lateral OFC | Left lateral OFC | Right Lateral OFC
lateral orbital cortex,Left lateral orbital cortex,1,1.0,1,22.91,19,0.1153,1,INS,Insular Gyrus,Insular Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Left lateral orbital cortex
lateral orbital frontal cortex,Lateral orbital frontal cortex,1,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Lateral orbital frontal cortex
lateral orbital g,lateral orbital G,1,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,lateral orbital G
lateral orbital gyrus,Lateral orbital gyrus,4,5.0,3,18.76,18,0.206,1,OrG,Orbital Gyrus,Frontal Lobe,3.0,3.0,5,0.2059,0.6,0.02941,Lateral orbital gyrus | Lateral orbital gyrus* | R. lateral orbital gyrus | lateral orbital gyrus
lateral orbital gyrus,Lateral orbital gyrus,4,5.0,3,18.76,18,0.206,2,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0882,0.2,0.02941,Lateral orbital gyrus | Lateral orbital gyrus* | R. lateral orbital gyrus | lateral orbital gyrus
lateral orbital gyrus,Lateral orbital gyrus,4,5.0,3,18.76,18,0.206,3,INS,Insular Gyrus,Insular Lobe,1.0,1.0,1,0.0882,0.2,0.02941,Lateral orbital gyrus | Lateral orbital gyrus* | R. lateral orbital gyrus | lateral orbital gyrus
lateral orbito frontal,Lateral-orbito frontal,1,1.0,1,22.91,19,0.1153,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,1.0,2,0.1154,1.0,0.03846,Lateral-orbito frontal
lateral orbitofrontal,Lateral orbitofrontal,1,1.0,1,22.91,19,0.1153,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Lateral orbitofrontal
lateral orbitofrontal cortex,Lateral orbitofrontal cortex,4,9.0,4,15.0,16,0.3096,1,OrG,Orbital Gyrus,Frontal Lobe,6.0,6.0,9,0.3095,0.6667,0.02381,Lateral orbitofrontal cortex | L Lateral orbitofrontal cortex | R Lateral orbitofrontal cortex | lateral orbitofrontal cortex
lateral orbitofrontal cortex,Lateral orbitofrontal cortex,4,9.0,4,15.0,16,0.3096,2,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,2,0.0714,0.1111,0.02381,Lateral orbitofrontal cortex | L Lateral orbitofrontal cortex | R Lateral orbitofrontal cortex | lateral orbitofrontal cortex
lateral orbitofrontal cortex,Lateral orbitofrontal cortex,4,9.0,4,15.0,16,0.3096,3,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.0714,0.1111,0.02381,Lateral orbitofrontal cortex | L Lateral orbitofrontal cortex | R Lateral orbitofrontal cortex | lateral orbitofrontal cortex
lateral orbitofrontal cortex,Lateral orbitofrontal cortex,4,9.0,4,15.0,16,0.3096,4,INS,Insular Gyrus,Insular Lobe,1.0,1.0,1,0.0714,0.1111,0.02381,Lateral orbitofrontal cortex | L Lateral orbitofrontal cortex | R Lateral orbitofrontal cortex | lateral orbitofrontal cortex
lateral orbitofrontal cortex ba 47,Lateral orbitofrontal cortex (BA 47),1,1.0,1,22.91,19,0.1153,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,2,0.1154,1.0,0.03846,Lateral orbitofrontal cortex (BA 47)
lateral orbitofrontal ctx,Lateral Orbitofrontal Ctx (LOFC),1,1.0,1,22.91,19,0.1153,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Lateral Orbitofrontal Ctx (LOFC)
lateral orbitofrontal gyrus,Lateral orbitofrontal gyrus,2,4.0,2,18.85,18,0.219,1,OrG,Orbital Gyrus,Frontal Lobe,3.0,3.0,4,0.2188,0.75,0.03125,Lateral orbitofrontal gyrus | R lateral orbitofrontal gyrus
lateral orbitofrontal gyrus,Lateral orbitofrontal gyrus,2,4.0,2,18.85,18,0.219,2,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0938,0.25,0.03125,Lateral orbitofrontal gyrus | R lateral orbitofrontal gyrus
lateral parietal,Lateral parietal,6,6.0,2,15.79,17,0.3054,1,IPL,Inferior Parietal Lobule,Parietal Lobe,5.0,5.0,9,0.3056,0.8333,0.02778,Lateral parietal | lateral parietal | LEFT LATERAL PARIETAL | Left lateral parietal (LP) | RIGHT LATERAL PARIETAL | Right lateral parietal (RP)
lateral parietal,Lateral parietal,6,6.0,2,15.79,17,0.3054,2,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.0833,0.1667,0.02778,Lateral parietal | lateral parietal | LEFT LATERAL PARIETAL | Left lateral parietal (LP) | RIGHT LATERAL PARIETAL | Right lateral parietal (RP)
lateral parietal cortex,Lateral parietal cortex,2,8.0,4,16.92,16,0.225,1,IPL,Inferior Parietal Lobule,Parietal Lobe,4.0,4.0,6,0.225,0.5,0.025,Lateral parietal cortex | Lateral Parietal Cortex
lateral parietal cortex,Lateral parietal cortex,2,8.0,4,16.92,16,0.225,2,PoG,Postcentral Gyrus,Parietal Lobe,2.0,2.0,3,0.125,0.25,0.025,Lateral parietal cortex | Lateral Parietal Cortex
lateral parietal cortex,Lateral parietal cortex,2,8.0,4,16.92,16,0.225,3,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.075,0.125,0.025,Lateral parietal cortex | Lateral Parietal Cortex
lateral parietal cortex,Lateral parietal cortex,2,8.0,4,16.92,16,0.225,4,SPL,Superior Parietal Lobule,Parietal Lobe,1.0,1.0,1,0.075,0.125,0.025,Lateral parietal cortex | Lateral Parietal Cortex
lateral pfc,Lateral PFC,3,9.0,6,18.32,16,0.1668,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,3.0,3.0,4,0.1667,0.3333,0.02381,Lateral PFC | R lateral PFC | lateral PFC
lateral pfc,Lateral PFC,3,9.0,6,18.32,16,0.1668,2,MFG,Middle Frontal Gyrus,Frontal Lobe,2.0,2.0,4,0.119,0.2222,0.02381,Lateral PFC | R lateral PFC | lateral PFC
lateral pfc,Lateral PFC,3,9.0,6,18.32,16,0.1668,3,INS,Insular Gyrus,Insular Lobe,1.0,1.0,2,0.0714,0.1111,0.02381,Lateral PFC | R lateral PFC | lateral PFC
lateral pfc,Lateral PFC,3,9.0,6,18.32,16,0.1668,4,OrG,Orbital Gyrus,Frontal Lobe,1.0,1.0,1,0.0714,0.1111,0.02381,Lateral PFC | R lateral PFC | lateral PFC
lateral pfc,Lateral PFC,3,9.0,6,18.32,16,0.1668,5,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.0714,0.1111,0.02381,Lateral PFC | R lateral PFC | lateral PFC
lateral pfc,Lateral PFC,3,9.0,6,18.32,16,0.1668,6,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0714,0.1111,0.02381,Lateral PFC | R lateral PFC | lateral PFC
lateral prefrontal,Lateral prefrontal,1,2.0,2,22.13,19,0.1071,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Lateral prefrontal
lateral prefrontal,Lateral prefrontal,1,2.0,2,22.13,19,0.1071,2,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Lateral prefrontal
lateral prefrontal cortex,Lateral Prefrontal Cortex,7,8.0,3,16.55,16,0.175,1,PrG,Precentral Gyrus,Frontal Lobe,3.0,3.0,5,0.175,0.375,0.025,Lateral Prefrontal Cortex | Lateral prefrontal cortex | Left Lateral Prefrontal Cortex | Lt. lateral prefrontal cortex | Right Lateral Prefrontal Cortex | Rt. lateral prefrontal cortex | lateral prefrontal cortex
lateral prefrontal cortex,Lateral Prefrontal Cortex,7,8.0,3,16.55,16,0.175,2,MFG,Middle Frontal Gyrus,Frontal Lobe,3.0,3.0,3,0.175,0.375,0.025,Lateral Prefrontal Cortex | Lateral prefrontal cortex | Left Lateral Prefrontal Cortex | Lt. lateral prefrontal cortex | Right Lateral Prefrontal Cortex | Rt. lateral prefrontal cortex | lateral prefrontal cortex
lateral prefrontal cortex,Lateral Prefrontal Cortex,7,8.0,3,16.55,16,0.175,3,IFG,Inferior Frontal Gyrus,Frontal Lobe,2.0,2.0,2,0.125,0.25,0.025,Lateral Prefrontal Cortex | Lateral prefrontal cortex | Left Lateral Prefrontal Cortex | Lt. lateral prefrontal cortex | Right Lateral Prefrontal Cortex | Rt. lateral prefrontal cortex | lateral prefrontal cortex
lateral prefrontal cortex medial prefrontal cortex orbitofrontal cortex anterior cingulate cortex,Lateral prefrontal cortex (lPFC) Medial prefrontal cortex (mPFC) Orbitofrontal cortex (OFC) Anterior cingulate cortex (ACC),1,2.0,2,22.13,19,0.1071,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Lateral prefrontal cortex (lPFC) Medial prefrontal cortex (mPFC) Orbitofrontal cortex (OFC) Anterior cingulate cortex (ACC)
lateral prefrontal cortex medial prefrontal cortex orbitofrontal cortex anterior cingulate cortex,Lateral prefrontal cortex (lPFC) Medial prefrontal cortex (mPFC) Orbitofrontal cortex (OFC) Anterior cingulate cortex (ACC),1,2.0,2,22.13,19,0.1071,2,OrG,Orbital Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Lateral prefrontal cortex (lPFC) Medial prefrontal cortex (mPFC) Orbitofrontal cortex (OFC) Anterior cingulate cortex (ACC)
lateral premotor ba 6,Lateral premotor (BA 6),1,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Lateral premotor (BA 6)
lateral premotor cortex,Lateral premotor cortex,1,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Lateral premotor cortex
lateral premotor cortex ba 6,Left lateral premotor cortex (BA 6),1,2.0,2,22.13,19,0.1071,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Left lateral premotor cortex (BA 6)
lateral premotor cortex ba 6,Left lateral premotor cortex (BA 6),1,2.0,2,22.13,19,0.1071,2,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Left lateral premotor cortex (BA 6)
lateral rostral pfc ba 10,Left lateral rostral PFC (BA 10),2,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,5,0.1154,1.0,0.03846,Left lateral rostral PFC (BA 10) | Right lateral rostral PFC (BA 10)
lateral superior temporal gyrus,Lateral superior temporal gyrus,2,1.0,1,22.91,19,0.1153,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,1.0,3,0.1154,1.0,0.03846,Lateral superior temporal gyrus | Lateral superior temporal gyrus (STG)
lateral temporal cortex,Lateral temporal cortex,2,4.0,3,20.24,18,0.1564,1,ITG,Inferior Temporal Gyrus,Temporal Lobe,2.0,2.0,2,0.1562,0.5,0.03125,Lateral temporal cortex | Lateral temporal cortex (EBA)
lateral temporal cortex,Lateral temporal cortex,2,4.0,3,20.24,18,0.1564,2,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,1.0,2,0.0938,0.25,0.03125,Lateral temporal cortex | Lateral temporal cortex (EBA)
lateral temporal cortex,Lateral temporal cortex,2,4.0,3,20.24,18,0.1564,3,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,1.0,1,0.0938,0.25,0.03125,Lateral temporal cortex | Lateral temporal cortex (EBA)
lateral temporal cortex ba 21,Left lateral temporal cortex (BA 21),1,1.0,1,22.91,19,0.1153,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Left lateral temporal cortex (BA 21)
lateral temporal cortex ba 22,Right lateral temporal cortex (BA 22),1,1.0,1,22.91,19,0.1153,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Right lateral temporal cortex (BA 22)
lateral temporal cortex ba 37,Right lateral temporal cortex (BA 37),1,1.0,1,22.91,19,0.1153,1,ITG,Inferior Temporal Gyrus,Temporal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Right lateral temporal cortex (BA 37)
lateral temporal cortex ba 42,Right lateral temporal cortex (BA 42),1,1.0,1,22.91,19,0.1153,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Right lateral temporal cortex (BA 42)
lateral temporal occipital cortex,Left Lateral Temporal-Occipital Cortex (TOC),1,1.0,1,22.91,19,0.1153,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Left Lateral Temporal-Occipital Cortex (TOC)
lateral thalamus,Lateral thalamus,1,1.0,1,22.91,19,0.1153,1,Tha,Thalamus,Subcortical Nuclei,1.0,1.0,1,0.1154,1.0,0.03846,Lateral thalamus
lateral ventral frontopolar cortex,Lateral ventral frontopolar cortex,1,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Lateral ventral frontopolar cortex
lef opercular part of inferior frontal gyrus,Lef opercular part of inferior frontal gyrus,1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Lef opercular part of inferior frontal gyrus
leftt lingual gyrus,Leftt Lingual Gyrus,1,1.0,1,22.91,19,0.1153,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Leftt Lingual Gyrus
leniform nuclues,Leniform Nuclues,1,1.0,1,22.91,19,0.1153,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,1.0,1,0.1154,1.0,0.03846,Leniform Nuclues
lenticular nucleus,lenticular nucleus,1,1.0,1,22.91,19,0.1153,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,1.0,1,0.1154,1.0,0.03846,lenticular nucleus
lentiform ncl,Lentiform Ncl.,1,1.0,1,22.91,19,0.1153,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,1.0,1,0.1154,1.0,0.03846,Lentiform Ncl.
lentiform nuclear,Lentiform Nuclear (L),2,1.0,1,22.91,19,0.1153,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,1.0,2,0.1154,1.0,0.03846,Lentiform Nuclear (L) | Lentiform Nuclear (R)
lentiform nucleus,Lentiform nucleus,16,35.0,3,5.92,6,0.543,1,BG,Basal Ganglia,Subcortical Nuclei,25.0,25.0,40,0.5426,0.7143,0.01064,Lentiform nucleus | L Lentiform Nucleus | Left lentiform nucleus | Lentiform Nucleus | Right lentiform nucleus | L Lentiform nucleus | Left Lentiform Nucleus | Right Lentiform Nucleus | L. Lentiform Nucleus (Putamen) | LH lentiform nucleus
lentiform nucleus,Lentiform nucleus,16,35.0,3,5.92,6,0.543,2,Tha,Thalamus,Subcortical Nuclei,9.0,9.0,10,0.2021,0.2571,0.01064,Lentiform nucleus | L Lentiform Nucleus | Left lentiform nucleus | Lentiform Nucleus | Right lentiform nucleus | L Lentiform nucleus | Left Lentiform Nucleus | Right Lentiform Nucleus | L. Lentiform Nucleus (Putamen) | LH lentiform nucleus
lentiform nucleus,Lentiform nucleus,16,35.0,3,5.92,6,0.543,3,Hipp,Hippocampus,Subcortical Nuclei,1.0,1.0,1,0.0319,0.0286,0.01064,Lentiform nucleus | L Lentiform Nucleus | Left lentiform nucleus | Lentiform Nucleus | Right lentiform nucleus | L Lentiform nucleus | Left Lentiform Nucleus | Right Lentiform Nucleus | L. Lentiform Nucleus (Putamen) | LH lentiform nucleus
lentiform nucleus globus pallidus,Left lentiform nucleus – globus pallidus,1,1.0,1,22.91,19,0.1153,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,1.0,1,0.1154,1.0,0.03846,Left lentiform nucleus – globus pallidus
lfc,LFC,1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,LFC
lfef,LFEF,1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,LFEF
lfpc,lFPC,1,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,2,0.1154,1.0,0.03846,lFPC
lg ba 18,R LG (BA 18),1,1.0,1,22.91,19,0.1153,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.1154,1.0,0.03846,R LG (BA 18)
lgn,LGN,1,2.0,1,21.0,19,0.1787,1,Tha,Thalamus,Subcortical Nuclei,2.0,2.0,6,0.1786,1.0,0.03571,LGN
lifg,LIFG,2,6.0,3,18.0,17,0.1943,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,3.0,3.0,20,0.1944,0.5,0.02778,LIFG | LIFG???
lifg,LIFG,2,6.0,3,18.0,17,0.1943,2,INS,Insular Gyrus,Insular Lobe,2.0,2.0,2,0.1389,0.3333,0.02778,LIFG | LIFG???
lifg,LIFG,2,6.0,3,18.0,17,0.1943,3,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0833,0.1667,0.02778,LIFG | LIFG???
lifg ba 45,LIFG BA 45 (& 47),2,1.0,1,22.91,19,0.1153,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,2,0.1154,1.0,0.03846,LIFG BA 45 (& 47) | LIFG BA 45 (44 & 47)
lifg ba 45 44 47,"LIFG BA 45 (44, 47)",1,1.0,1,22.91,19,0.1153,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,"LIFG BA 45 (44, 47)"
lifg ba 45 47 44,"LIFG BA 45 (47, 44)",1,1.0,1,22.91,19,0.1153,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,2,0.1154,1.0,0.03846,"LIFG BA 45 (47, 44)"
lifg ba 47,LIFG BA 47,1,1.0,1,22.91,19,0.1153,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,LIFG BA 47
lifg pars opercularis,LIFG pars opercularis,1,1.0,1,22.91,19,0.1153,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,LIFG pars opercularis
lifga,LIFGa,1,1.0,1,22.91,19,0.1153,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,2,0.1154,1.0,0.03846,LIFGa
lifs,Left LIFS,1,2.0,2,22.13,19,0.1071,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Left LIFS
lifs,Left LIFS,1,2.0,2,22.13,19,0.1071,2,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Left LIFS
light mtg,Light MTG,1,1.0,1,22.91,19,0.1153,1,ITG,Inferior Temporal Gyrus,Temporal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Light MTG
limbic,Limbic,1,12.0,7,17.26,15,0.1876,1,CG,Cingulate Gyrus,Limbic Lobe,4.0,4.0,7,0.1875,0.3333,0.02083,Limbic
limbic,Limbic,1,12.0,7,17.26,15,0.1876,2,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,2.0,2.0,2,0.1042,0.1667,0.02083,Limbic
limbic,Limbic,1,12.0,7,17.26,15,0.1876,3,Pcun,Precuneus,Parietal Lobe,2.0,2.0,2,0.1042,0.1667,0.02083,Limbic
limbic,Limbic,1,12.0,7,17.26,15,0.1876,4,Hipp,Hippocampus,Subcortical Nuclei,1.0,1.0,2,0.0625,0.0833,0.02083,Limbic
limbic,Limbic,1,12.0,7,17.26,15,0.1876,5,BG,Basal Ganglia,Subcortical Nuclei,1.0,1.0,1,0.0625,0.0833,0.02083,Limbic
limbic,Limbic,1,12.0,7,17.26,15,0.1876,6,PhG,Parahippocampal Gyrus,Temporal Lobe,1.0,1.0,1,0.0625,0.0833,0.02083,Limbic
limbic,Limbic,1,12.0,7,17.26,15,0.1876,7,Tha,Thalamus,Subcortical Nuclei,1.0,1.0,1,0.0625,0.0833,0.02083,Limbic
limbic lobe,Right limbic lobe,3,4.0,3,20.24,18,0.1564,1,PhG,Parahippocampal Gyrus,Temporal Lobe,2.0,2.0,2,0.1562,0.5,0.03125,Right limbic lobe | Limbic Lobe | Rt. Limbic Lobe↓
limbic lobe,Right limbic lobe,3,4.0,3,20.24,18,0.1564,2,FuG,Fusiform Gyrus,Temporal Lobe,1.0,1.0,1,0.0938,0.25,0.03125,Right limbic lobe | Limbic Lobe | Rt. Limbic Lobe↓
limbic lobe,Right limbic lobe,3,4.0,3,20.24,18,0.1564,3,Pcun,Precuneus,Parietal Lobe,1.0,1.0,1,0.0938,0.25,0.03125,Right limbic lobe | Limbic Lobe | Rt. Limbic Lobe↓
limbic lobe anterior cingulate gyrus,Left limbic lobe. Anterior cingulate gyrus,2,2.0,2,22.13,19,0.1071,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,1.0,5,0.1071,0.5,0.03571,Left limbic lobe. Anterior cingulate gyrus | Right limbic lobe. Anterior cingulate gyrus
limbic lobe anterior cingulate gyrus,Left limbic lobe. Anterior cingulate gyrus,2,2.0,2,22.13,19,0.1071,2,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Left limbic lobe. Anterior cingulate gyrus | Right limbic lobe. Anterior cingulate gyrus
limbic lobe posterior cingulate,Right limbic lobe posterior cingulate,1,1.0,1,22.91,19,0.1153,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Right limbic lobe posterior cingulate
limbic posterior cingulate,L. limbic posterior cingulate,1,1.0,1,22.91,19,0.1153,1,Pcun,Precuneus,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,L. limbic posterior cingulate
lin ba 18,R Lin (BA18),1,2.0,2,22.13,19,0.1071,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.1071,0.5,0.03571,R Lin (BA18)
lin ba 18,R Lin (BA18),1,2.0,2,22.13,19,0.1071,2,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.1071,0.5,0.03571,R Lin (BA18)
ling,B LING,2,2.0,1,21.0,19,0.1787,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,2.0,2.0,2,0.1786,1.0,0.03571,B LING | L.LING (+)
ling gyrus v1,Ling.Gyrus V1,1,1.0,1,22.91,19,0.1153,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Ling.Gyrus V1
lingal gyrus,Lingal gyrus,1,1.0,1,22.91,19,0.1153,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Lingal gyrus
lingual,Lingual,20,38.0,5,7.3,5,0.51,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,25.0,25.0,47,0.51,0.6579,0.01,Lingual | Lingual_R | L lingual | L Lingual | R Lingual | Right lingual | lingual | LH Lingual | L_Lingual | Lingual (L)
lingual,Lingual,20,38.0,5,7.3,5,0.51,2,Hipp,Hippocampus,Subcortical Nuclei,4.0,4.0,6,0.09,0.1053,0.01,Lingual | Lingual_R | L lingual | L Lingual | R Lingual | Right lingual | lingual | LH Lingual | L_Lingual | Lingual (L)
lingual,Lingual,20,38.0,5,7.3,5,0.51,3,LOcC,lateral Occipital Cortex,Occipital Lobe,4.0,4.0,5,0.09,0.1053,0.01,Lingual | Lingual_R | L lingual | L Lingual | R Lingual | Right lingual | lingual | LH Lingual | L_Lingual | Lingual (L)
lingual,Lingual,20,38.0,5,7.3,5,0.51,4,FuG,Fusiform Gyrus,Temporal Lobe,3.0,3.0,4,0.07,0.0789,0.01,Lingual | Lingual_R | L lingual | L Lingual | R Lingual | Right lingual | lingual | LH Lingual | L_Lingual | Lingual (L)
lingual,Lingual,20,38.0,5,7.3,5,0.51,5,CG,Cingulate Gyrus,Limbic Lobe,2.0,2.0,2,0.05,0.0526,0.01,Lingual | Lingual_R | L lingual | L Lingual | R Lingual | Right lingual | lingual | LH Lingual | L_Lingual | Lingual (L)
lingual cortex,Lingual cortex,1,1.0,1,22.91,19,0.1153,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Lingual cortex
lingual g,Lingual G.,7,10.0,4,13.95,16,0.3411,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,7.0,7.0,10,0.3409,0.7,0.02273,Lingual G. | Lingual G | L Lingual G | L lingual g | Lingual g. | R Lingual G | R lingual g
lingual g,Lingual G.,7,10.0,4,13.95,16,0.3411,2,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.0682,0.1,0.02273,Lingual G. | Lingual G | L Lingual G | L lingual g | Lingual g. | R Lingual G | R lingual g
lingual g,Lingual G.,7,10.0,4,13.95,16,0.3411,3,FuG,Fusiform Gyrus,Temporal Lobe,1.0,1.0,1,0.0682,0.1,0.02273,Lingual G. | Lingual G | L Lingual G | L lingual g | Lingual g. | R Lingual G | R lingual g
lingual g,Lingual G.,7,10.0,4,13.95,16,0.3411,4,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0682,0.1,0.02273,Lingual G. | Lingual G | L Lingual G | L lingual g | Lingual g. | R Lingual G | R lingual g
