lit_name,lit_surface_top,lit_n_surface,bna_L2_abbr,bna_L2_name,k_papers,n_observed,n_support,eff_n,n80,top1_p,rank,bna_L3_code,bna_area_abbr,bna_area_name,bna_label_id_L,bna_label_id_R,n_papers,n_papers_raw,n_coords,p,p_raw,p_unobserved
orbitofrontal cortex4,Orbitofrontal cortex4,1,MFG,Middle Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,MFG_L(R)_7_4,A9/46v,ventral area 9/46,21,22,1.0,1.0,1,0.3333,1.0,0.11111
orbitofrontal gyrus,L orbitofrontal gyrus,8,Hipp,Hippocampus,1.0,1,2,1.75,2,0.75,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,215,216,1.0,1.0,1,0.75,1.0,0.25
orbitofrontal gyrus,L orbitofrontal gyrus,8,MFG,Middle Frontal Gyrus,2.0,1,7,5.29,5,0.4545,1,MFG_L(R)_7_7,A10l,lateral area 10,27,28,2.0,2.0,2,0.4545,1.0,0.09091
orbitofrontal gyrus,L orbitofrontal gyrus,8,OrG,Orbital Gyrus,6.0,4,6,4.88,4,0.3888,1,OrG_L(R)_6_3,A11l,lateral area 11,45,46,3.0,3.0,4,0.3889,0.5,0.05556
orbitofrontal gyrus,L orbitofrontal gyrus,8,OrG,Orbital Gyrus,6.0,4,6,4.88,4,0.3888,2,OrG_L(R)_6_4,A11m,medial area 11,47,48,1.0,1.0,2,0.1667,0.1667,0.05556
orbitofrontal gyrus,L orbitofrontal gyrus,8,OrG,Orbital Gyrus,6.0,4,6,4.88,4,0.3888,3,OrG_L(R)_6_1,A14m,medial area 14,41,42,1.0,1.0,1,0.1667,0.1667,0.05556
orbitofrontal gyrus,L orbitofrontal gyrus,8,OrG,Orbital Gyrus,6.0,4,6,4.88,4,0.3888,4,OrG_L(R)_6_6,A12/47l,lateral area 12/47,51,52,1.0,1.0,1,0.1667,0.1667,0.05556
orbitofrontal gyrus 11,Orbitofrontal gyrus (11),1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_5,A13,area 13,49,50,1.0,1.0,2,0.375,1.0,0.125
orbitofrontal gyrus 47,L orbitofrontal gyrus (47),1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_2,A12/47o,orbital area 12/47,43,44,1.0,1.0,1,0.375,1.0,0.125
orbitofrontalcortex,OrbitofrontalCortex L,2,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_3,A11l,lateral area 11,45,46,1.0,1.0,2,0.375,1.0,0.125
orbitomedial frontal gyrus,Bilateral orbitomedial frontal gyri,1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_1,A14m,medial area 14,41,42,1.0,1.0,1,0.375,1.0,0.125
orbitomedial prefrontal cortex,Orbitomedial Prefrontal Cortex,1,MFG,Middle Frontal Gyrus,2.0,2,7,6.04,5,0.2727,1,MFG_L(R)_7_4,A9/46v,ventral area 9/46,21,22,1.0,1.0,1,0.2727,0.5,0.09091
orbitomedial prefrontal cortex,Orbitomedial Prefrontal Cortex,1,MFG,Middle Frontal Gyrus,2.0,2,7,6.04,5,0.2727,2,MFG_L(R)_7_7,A10l,lateral area 10,27,28,1.0,1.0,1,0.2727,0.5,0.09091
orbitomedial prefrontal cortex,Orbitomedial Prefrontal Cortex,1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_2,A12/47o,orbital area 12/47,43,44,1.0,1.0,1,0.375,1.0,0.125
orbsup,L ORBsup,1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_5,A13,area 13,49,50,1.0,1.0,1,0.375,1.0,0.125
other,Other,1,BG,Basal Ganglia,1.0,1,6,5.3,5,0.375,1,BG_L(R)_6_1,vCa,ventral caudate,219,220,1.0,1.0,1,0.375,1.0,0.125
other,Other,1,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,1.0,1.0,1,0.3333,1.0,0.11111
other,Other,1,IPL,Inferior Parietal Lobule,1.0,1,6,5.3,5,0.375,1,IPL_L(R)_6_6,A40rv,rostroventral area 40(PFop),145,146,1.0,1.0,1,0.375,1.0,0.125
other,Other,1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_5,A13,area 13,49,50,1.0,1.0,1,0.375,1.0,0.125
otpj,OTPJ,1,LOcC,lateral Occipital Cortex,1.0,1,6,5.3,5,0.375,1,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,209,210,1.0,1.0,1,0.375,1.0,0.125
otpj,OTPJ,1,SPL,Superior Parietal Lobule,1.0,1,5,4.37,4,0.4285,1,SPL_L(R)_5_2,A7c,caudal area 7,127,128,1.0,1.0,2,0.4286,1.0,0.14286
p cingulate,p.Cingulate,1,Hipp,Hippocampus,1.0,1,2,1.75,2,0.75,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,217,218,1.0,1.0,1,0.75,1.0,0.25
pacc,pACC,4,CG,Cingulate Gyrus,3.0,1,7,4.56,5,0.5386,1,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,3.0,3.0,3,0.5385,1.0,0.07692
pacc,pACC,4,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_1,A14m,medial area 14,41,42,1.0,1.0,1,0.375,1.0,0.125
pacc,pACC,4,SFG,Superior Frontal Gyrus,2.0,1,7,5.29,5,0.4545,1,SFG_L(R)_7_7,A10m,medial area 10,13,14,2.0,2.0,2,0.4545,1.0,0.09091
pag,PAG,1,Tha,Thalamus,1.0,1,8,7.19,7,0.3,1,Tha_L(R)_8_8,lPFtha,lateral pre-frontal thalamus,245,246,1.0,1.0,1,0.3,1.0,0.1
pallidus,Pallidus (PAL),1,BG,Basal Ganglia,1.0,1,6,5.3,5,0.375,1,BG_L(R)_6_2,GP,globus pallidus,221,222,1.0,1.0,1,0.375,1.0,0.125
para cingulate g,Para−cingulate g.,1,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,1.0,1.0,1,0.3333,1.0,0.11111
para hippocampal cortex,R para-hippocampal cortex,1,PhG,Parahippocampal Gyrus,1.0,1,6,5.3,5,0.375,1,PhG_L(R)_6_3,TL,area TL (lateral PPHC),113,114,1.0,1.0,1,0.375,1.0,0.125
para hippocampus gyrus,Para Hippocampus Gyrus,1,Hipp,Hippocampus,1.0,1,2,1.75,2,0.75,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,217,218,1.0,1.0,1,0.75,1.0,0.25
paracental lobule,Paracental lobule,1,PCL,Paracentral Lobule,1.0,1,2,1.75,2,0.75,1,PCL_L(R)_2_2,A4ll,area 4 (lower limb region),67,68,1.0,1.0,1,0.75,1.0,0.25
paracentral,Paracentral,5,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_6,A23c,caudal area 24,185,186,1.0,1.0,2,0.3333,1.0,0.11111
paracentral,Paracentral,5,PCL,Paracentral Lobule,4.0,2,2,2.0,2,0.5,1,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),65,66,2.0,2.0,2,0.5,0.5,0.1
paracentral,Paracentral,5,PCL,Paracentral Lobule,4.0,2,2,2.0,2,0.5,2,PCL_L(R)_2_2,A4ll,area 4 (lower limb region),67,68,2.0,2.0,2,0.5,0.5,0.1
paracentral,Paracentral,5,PoG,Postcentral Gyrus,2.0,1,4,2.93,3,0.625,1,PoG_L(R)_4_4,A1/2/3tru,area 1/2/3(trunk region),161,162,2.0,2.0,2,0.625,1.0,0.125
paracentral,Paracentral,5,PrG,Precentral Gyrus,2.0,2,6,5.17,4,0.3,1,PrG_L(R)_6_3,A4ul,area 4(upper limb region),57,58,1.0,1.0,1,0.3,0.5,0.1
paracentral,Paracentral,5,PrG,Precentral Gyrus,2.0,2,6,5.17,4,0.3,2,PrG_L(R)_6_4,A4t,area 4(trunk region),59,60,1.0,1.0,1,0.3,0.5,0.1
paracentral,Paracentral,5,SFG,Superior Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,SFG_L(R)_7_4,A6dl,dorsolateral area 6,7,8,1.0,1.0,1,0.3333,1.0,0.11111
paracentral gyrus,Paracentral gyrus,3,PCL,Paracentral Lobule,3.0,2,2,1.94,2,0.625,1,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),65,66,2.0,2.0,2,0.625,0.6667,0.125
paracentral gyrus,Paracentral gyrus,3,PCL,Paracentral Lobule,3.0,2,2,1.94,2,0.625,2,PCL_L(R)_2_2,A4ll,area 4 (lower limb region),67,68,1.0,1.0,1,0.375,0.3333,0.125
paracentral gyrus,Paracentral gyrus,3,PoG,Postcentral Gyrus,2.0,1,4,2.93,3,0.625,1,PoG_L(R)_4_4,A1/2/3tru,area 1/2/3(trunk region),161,162,2.0,2.0,2,0.625,1.0,0.125
paracentral gyrus and sulcus and postcentral sulcus,Paracentral gyrus and sulcus and postcentral sulcus,1,PCL,Paracentral Lobule,1.0,1,2,1.75,2,0.75,1,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),65,66,1.0,1.0,1,0.75,1.0,0.25
paracentral gyrus ba 5,L paracentral gyrus (BA 5),2,PCL,Paracentral Lobule,1.0,1,2,1.75,2,0.75,1,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),65,66,1.0,1.0,2,0.75,1.0,0.25
paracentral lobe,Left paracentral lobe,2,PCL,Paracentral Lobule,2.0,1,2,1.57,1,0.8333,1,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),65,66,2.0,2.0,3,0.8333,1.0,0.16667
paracentral lobe,Left paracentral lobe,2,PrG,Precentral Gyrus,1.0,1,6,5.3,5,0.375,1,PrG_L(R)_6_4,A4t,area 4(trunk region),59,60,1.0,1.0,2,0.375,1.0,0.125
paracentral lobule,Paracentral lobule,29,CG,Cingulate Gyrus,11.0,4,7,3.92,4,0.5863,1,CG_L(R)_7_6,A23c,caudal area 24,185,186,8.0,8.0,8,0.5862,0.7273,0.03448
paracentral lobule,Paracentral lobule,29,CG,Cingulate Gyrus,11.0,4,7,3.92,4,0.5863,2,CG_L(R)_7_1,A23d,dorsal area 23,175,176,1.0,1.0,1,0.1034,0.0909,0.03448
paracentral lobule,Paracentral lobule,29,CG,Cingulate Gyrus,11.0,4,7,3.92,4,0.5863,3,CG_L(R)_7_4,A23v,ventral area 23,181,182,1.0,1.0,1,0.1034,0.0909,0.03448
paracentral lobule,Paracentral lobule,29,CG,Cingulate Gyrus,11.0,4,7,3.92,4,0.5863,4,CG_L(R)_7_5,A24cd,caudodorsal area 24,183,184,1.0,1.0,1,0.1034,0.0909,0.03448
paracentral lobule,Paracentral lobule,29,Hipp,Hippocampus,1.0,1,2,1.75,2,0.75,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,217,218,1.0,1.0,1,0.75,1.0,0.25
paracentral lobule,Paracentral lobule,29,PCL,Paracentral Lobule,44.0,2,2,1.95,2,0.6111,1,PCL_L(R)_2_2,A4ll,area 4 (lower limb region),67,68,27.0,27.0,35,0.6111,0.6136,0.01111
paracentral lobule,Paracentral lobule,29,PCL,Paracentral Lobule,44.0,2,2,1.95,2,0.6111,2,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),65,66,17.0,17.0,18,0.3889,0.3864,0.01111
paracentral lobule,Paracentral lobule,29,Pcun,Precuneus,9.0,1,4,1.73,1,0.8635,1,PCun_L(R)_4_2,A5m,medial area 5(PEm),149,150,9.0,9.0,9,0.8636,1.0,0.04545
paracentral lobule,Paracentral lobule,29,PoG,Postcentral Gyrus,8.0,2,4,2.23,2,0.75,1,PoG_L(R)_4_4,A1/2/3tru,area 1/2/3(trunk region),161,162,7.0,7.0,9,0.75,0.875,0.05
paracentral lobule,Paracentral lobule,29,PoG,Postcentral Gyrus,8.0,2,4,2.23,2,0.75,2,PoG_L(R)_4_3,A2,area 2,159,160,1.0,1.0,1,0.15,0.125,0.05
paracentral lobule,Paracentral lobule,29,PrG,Precentral Gyrus,16.0,2,6,2.72,2,0.658,1,PrG_L(R)_6_4,A4t,area 4(trunk region),59,60,12.0,12.0,15,0.6579,0.75,0.02632
paracentral lobule,Paracentral lobule,29,PrG,Precentral Gyrus,16.0,2,6,2.72,2,0.658,2,PrG_L(R)_6_3,A4ul,area 4(upper limb region),57,58,4.0,4.0,5,0.2368,0.25,0.02632
paracentral lobule,Paracentral lobule,29,Tha,Thalamus,6.0,4,8,6.43,4,0.25,1,Tha_L(R)_8_6,Otha,occipital thalamus,241,242,2.0,2.0,3,0.25,0.3333,0.05
paracentral lobule,Paracentral lobule,29,Tha,Thalamus,6.0,4,8,6.43,4,0.25,2,Tha_L(R)_8_8,lPFtha,lateral pre-frontal thalamus,245,246,2.0,2.0,2,0.25,0.3333,0.05
paracentral lobule,Paracentral lobule,29,Tha,Thalamus,6.0,4,8,6.43,4,0.25,3,Tha_L(R)_8_3,Stha,sensory thalamus,235,236,1.0,1.0,1,0.15,0.1667,0.05
paracentral lobule,Paracentral lobule,29,Tha,Thalamus,6.0,4,8,6.43,4,0.25,4,Tha_L(R)_8_5,PPtha,posterior parietal thalamus,239,240,1.0,1.0,1,0.15,0.1667,0.05
paracentral lobule 6,Paracentral lobule 6,1,PCL,Paracentral Lobule,1.0,1,2,1.75,2,0.75,1,PCL_L(R)_2_2,A4ll,area 4 (lower limb region),67,68,1.0,1.0,1,0.75,1.0,0.25
paracentral lobule and sulcus,Paracentral lobule and sulcus,1,PCL,Paracentral Lobule,2.0,2,2,2.0,2,0.5,1,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),65,66,1.0,1.0,2,0.5,0.5,0.16667
paracentral lobule and sulcus,Paracentral lobule and sulcus,1,PCL,Paracentral Lobule,2.0,2,2,2.0,2,0.5,2,PCL_L(R)_2_2,A4ll,area 4 (lower limb region),67,68,1.0,1.0,1,0.5,0.5,0.16667
paracentral lobule ba 4,Left Paracentral lobule (BA 4),1,PrG,Precentral Gyrus,1.0,1,6,5.3,5,0.375,1,PrG_L(R)_6_3,A4ul,area 4(upper limb region),57,58,1.0,1.0,1,0.375,1.0,0.125
paracentral lobule ba 5,Left Paracentral Lobule BA5,4,CG,Cingulate Gyrus,2.0,2,7,6.04,5,0.2727,1,CG_L(R)_7_4,A23v,ventral area 23,181,182,1.0,1.0,1,0.2727,0.5,0.09091
paracentral lobule ba 5,Left Paracentral Lobule BA5,4,CG,Cingulate Gyrus,2.0,2,7,6.04,5,0.2727,2,CG_L(R)_7_6,A23c,caudal area 24,185,186,1.0,1.0,1,0.2727,0.5,0.09091
paracentral lobule ba 5,Left Paracentral Lobule BA5,4,PCL,Paracentral Lobule,1.0,1,2,1.75,2,0.75,1,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),65,66,1.0,1.0,1,0.75,1.0,0.25
paracentral lobule ba 5,Left Paracentral Lobule BA5,4,Pcun,Precuneus,1.0,1,4,3.46,3,0.5,1,PCun_L(R)_4_2,A5m,medial area 5(PEm),149,150,1.0,1.0,1,0.5,1.0,0.16667
paracentral lobule ba 5,Left Paracentral Lobule BA5,4,SFG,Superior Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,SFG_L(R)_7_3,A9l,lateral area 9,5,6,1.0,1.0,1,0.3333,1.0,0.11111
paracentral lobule ba 6,Paracentral lobule(BA6),2,PCL,Paracentral Lobule,1.0,1,2,1.75,2,0.75,1,PCL_L(R)_2_1,A1/2/3ll,area 1/2/3 (lower limb region),65,66,1.0,1.0,1,0.75,1.0,0.25
paracentral lobule ba 6,Paracentral lobule(BA6),2,SFG,Superior Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,SFG_L(R)_7_5,A6m,medial area 6,9,10,1.0,1.0,1,0.3333,1.0,0.11111
paracentral lobuleu,Paracentral LobuleU,1,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_6,A23c,caudal area 24,185,186,1.0,1.0,1,0.3333,1.0,0.11111
paracg,ParaCG,1,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,1.0,1.0,1,0.3333,1.0,0.11111
paracingulate,Paracingulate,2,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,1.0,1.0,1,0.3333,1.0,0.11111
paracingulate,Paracingulate,2,SFG,Superior Frontal Gyrus,2.0,1,7,5.29,5,0.4545,1,SFG_L(R)_7_7,A10m,medial area 10,13,14,2.0,2.0,2,0.4545,1.0,0.09091
paracingulate cortex,Left paracingulate cortex,3,SFG,Superior Frontal Gyrus,2.0,2,7,6.04,5,0.2727,1,SFG_L(R)_7_7,A10m,medial area 10,13,14,1.0,1.0,2,0.2727,0.5,0.09091
paracingulate cortex,Left paracingulate cortex,3,SFG,Superior Frontal Gyrus,2.0,2,7,6.04,5,0.2727,2,SFG_L(R)_7_1,A8m,medial area 8,1,2,1.0,1.0,1,0.2727,0.5,0.09091
paracingulate gyrus,Paracingulate gyrus,10,BG,Basal Ganglia,1.0,1,6,5.3,5,0.375,1,BG_L(R)_6_5,dCa,dorsal caudate,227,228,1.0,1.0,1,0.375,1.0,0.125
paracingulate gyrus,Paracingulate gyrus,10,CG,Cingulate Gyrus,10.0,2,7,3.62,2,0.5557,1,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,7.0,7.0,9,0.5556,0.7,0.03704
paracingulate gyrus,Paracingulate gyrus,10,CG,Cingulate Gyrus,10.0,2,7,3.62,2,0.5557,2,CG_L(R)_7_3,A32p,pregenual area 32,179,180,3.0,3.0,4,0.2593,0.3,0.03704
paracingulate gyrus,Paracingulate gyrus,10,OrG,Orbital Gyrus,4.0,1,6,3.41,4,0.643,1,OrG_L(R)_6_1,A14m,medial area 14,41,42,4.0,4.0,5,0.6429,1.0,0.07143
paracingulate gyrus,Paracingulate gyrus,10,SFG,Superior Frontal Gyrus,22.0,3,7,3.84,3,0.451,1,SFG_L(R)_7_6,A9m,medial area 9,11,12,11.0,11.0,13,0.451,0.5,0.01961
paracingulate gyrus,Paracingulate gyrus,10,SFG,Superior Frontal Gyrus,22.0,3,7,3.84,3,0.451,2,SFG_L(R)_7_7,A10m,medial area 10,13,14,6.0,6.0,6,0.2549,0.2727,0.01961
paracingulate gyrus,Paracingulate gyrus,10,SFG,Superior Frontal Gyrus,22.0,3,7,3.84,3,0.451,3,SFG_L(R)_7_1,A8m,medial area 8,1,2,5.0,5.0,6,0.2157,0.2273,0.01961
paracingulate gyrus 32,Paracingulate gyrus (32),1,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,1.0,1.0,1,0.3333,1.0,0.11111
paracingulate gyrus ventromedial prefrontal cortex,Paracingulate gyrus [ventromedial prefrontal cortex],1,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,1.0,1.0,2,0.3333,1.0,0.11111
paracyngulate gyrus,Paracyngulate gyrus,1,SFG,Superior Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,SFG_L(R)_7_6,A9m,medial area 9,11,12,1.0,1.0,1,0.3333,1.0,0.11111
parahc,ParaHC,1,Hipp,Hippocampus,1.0,1,2,1.75,2,0.75,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,217,218,1.0,1.0,1,0.75,1.0,0.25
parahg,R ParaHG,1,STG,Superior Temporal Gyrus,1.0,1,6,5.3,5,0.375,1,STG_L(R)_6_1,A38m,medial area 38,69,70,1.0,1.0,1,0.375,1.0,0.125
parahip,L.ParaHip (+),2,BG,Basal Ganglia,1.0,1,6,5.3,5,0.375,1,BG_L(R)_6_5,dCa,dorsal caudate,227,228,1.0,1.0,1,0.375,1.0,0.125
parahip,L.ParaHip (+),2,Hipp,Hippocampus,1.0,1,2,1.75,2,0.75,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,215,216,1.0,1.0,1,0.75,1.0,0.25
parahip pocampal gyrus,Parahip-pocampal gyrus,1,Hipp,Hippocampus,2.0,2,2,2.0,2,0.5,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,215,216,1.0,1.0,1,0.5,0.5,0.16667
parahip pocampal gyrus,Parahip-pocampal gyrus,1,Hipp,Hippocampus,2.0,2,2,2.0,2,0.5,2,Hipp_L(R)_2_2,cHipp,caudal hippocampus,217,218,1.0,1.0,1,0.5,0.5,0.16667
parahip resected area,L Parahip – resected area,1,BG,Basal Ganglia,1.0,1,6,5.3,5,0.375,1,BG_L(R)_6_6,dlPu,dorsolateral putamen,229,230,1.0,1.0,1,0.375,1.0,0.125
parahipopocampal gyrus,parahipopocampal gyrus,1,Hipp,Hippocampus,1.0,1,2,1.75,2,0.75,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,217,218,1.0,1.0,1,0.75,1.0,0.25
parahipp gyrus,parahipp. Gyrus,1,Hipp,Hippocampus,1.0,1,2,1.75,2,0.75,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,217,218,1.0,1.0,1,0.75,1.0,0.25
parahippcampus,Parahippcampus,1,Tha,Thalamus,1.0,1,8,7.19,7,0.3,1,Tha_L(R)_8_6,Otha,occipital thalamus,241,242,1.0,1.0,1,0.3,1.0,0.1
parahippg,paraHippG,1,pSTS,posterior Superior Temporal Sulcus,1.0,1,2,1.75,2,0.75,1,pSTS_L(R)_2_1,rpSTS,rostroposterior superior temporal sulcus,121,122,1.0,1.0,1,0.75,1.0,0.25
parahippocamal gyrus,Parahippocamal gyrus,1,Hipp,Hippocampus,1.0,1,2,1.75,2,0.75,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,217,218,1.0,1.0,1,0.75,1.0,0.25
parahippocampa,ParaHippocampa_L,2,PhG,Parahippocampal Gyrus,2.0,2,6,5.17,4,0.3,1,PhG_L(R)_6_4,A28/34,area 28/34 (EC),115,116,1.0,1.0,1,0.3,0.5,0.1
parahippocampa,ParaHippocampa_L,2,PhG,Parahippocampal Gyrus,2.0,2,6,5.17,4,0.3,2,PhG_L(R)_6_6,TH,area TH (medial PPHC),119,120,1.0,1.0,1,0.3,0.5,0.1
parahippocampa gyrus,Parahippocampa Gyrus,10,Amyg,Amygdala,2.0,2,2,2.0,2,0.5,1,Amyg_L(R)_2_1,mAmyg,medial amygdala,211,212,1.0,1.0,1,0.5,0.5,0.16667
parahippocampa gyrus,Parahippocampa Gyrus,10,Amyg,Amygdala,2.0,2,2,2.0,2,0.5,2,Amyg_L(R)_2_2,lAmyg,lateral amygdala,213,214,1.0,1.0,1,0.5,0.5,0.16667
parahippocampa gyrus,Parahippocampa Gyrus,10,FuG,Fusiform Gyrus,3.0,2,3,2.55,2,0.5556,1,FuG_L(R)_3_1,A20rv,rostroventral area 20,103,104,2.0,2.0,2,0.5556,0.6667,0.11111
parahippocampa gyrus,Parahippocampa Gyrus,10,FuG,Fusiform Gyrus,3.0,2,3,2.55,2,0.5556,2,FuG_L(R)_3_3,A37lv,lateroventral area 37,107,108,1.0,1.0,1,0.3333,0.3333,0.11111
parahippocampa gyrus,Parahippocampa Gyrus,10,Hipp,Hippocampus,3.0,2,2,1.94,2,0.625,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,215,216,2.0,2.0,3,0.625,0.6667,0.125
parahippocampa gyrus,Parahippocampa Gyrus,10,Hipp,Hippocampus,3.0,2,2,1.94,2,0.625,2,Hipp_L(R)_2_2,cHipp,caudal hippocampus,217,218,1.0,1.0,1,0.375,0.3333,0.125
parahippocampa gyrus,Parahippocampa Gyrus,10,MFG,Middle Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,15,16,1.0,1.0,1,0.3333,1.0,0.11111
parahippocampa gyrus,Parahippocampa Gyrus,10,PhG,Parahippocampal Gyrus,1.0,1,6,5.3,5,0.375,1,PhG_L(R)_6_1,A35/36r,rostral area 35/36,109,110,1.0,1.0,1,0.375,1.0,0.125
parahippocampa gyrus,Parahippocampa Gyrus,10,STG,Superior Temporal Gyrus,1.0,1,6,5.3,5,0.375,1,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,73,74,1.0,1.0,1,0.375,1.0,0.125
parahippocampagyrus,Right parahippocampagyrus,1,Hipp,Hippocampus,1.0,1,2,1.75,2,0.75,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,217,218,1.0,1.0,1,0.75,1.0,0.25
parahippocampal,Parahippocampal,14,Amyg,Amygdala,2.0,1,2,1.57,1,0.8333,1,Amyg_L(R)_2_1,mAmyg,medial amygdala,211,212,2.0,2.0,2,0.8333,1.0,0.16667
parahippocampal,Parahippocampal,14,BG,Basal Ganglia,1.0,1,6,5.3,5,0.375,1,BG_L(R)_6_2,GP,globus pallidus,221,222,1.0,1.0,2,0.375,1.0,0.125
parahippocampal,Parahippocampal,14,FuG,Fusiform Gyrus,2.0,1,3,2.22,2,0.7142,1,FuG_L(R)_3_1,A20rv,rostroventral area 20,103,104,2.0,2.0,2,0.7143,1.0,0.14286
parahippocampal,Parahippocampal,14,Hipp,Hippocampus,14.0,2,2,1.98,2,0.5667,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,217,218,8.0,8.0,10,0.5667,0.5714,0.03333
parahippocampal,Parahippocampal,14,Hipp,Hippocampus,14.0,2,2,1.98,2,0.5667,2,Hipp_L(R)_2_1,rHipp,rostral hippocampus,215,216,6.0,6.0,8,0.4333,0.4286,0.03333
parahippocampal,Parahippocampal,14,INS,Insular Gyrus,1.0,1,6,5.3,5,0.375,1,INS_L(R)_6_2,vIa,ventral agranular insula,165,166,1.0,1.0,1,0.375,1.0,0.125
parahippocampal,Parahippocampal,14,MTG,Middle Temporal Gyrus,1.0,1,4,3.46,3,0.5,1,MTG_L(R)_4_2,A21r,rostral area 21,83,84,1.0,1.0,2,0.5,1.0,0.16667
parahippocampal,Parahippocampal,14,MVOcC,MedioVentral Occipital Cortex,2.0,1,5,3.68,4,0.5556,1,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,197,198,2.0,2.0,2,0.5556,1.0,0.11111
parahippocampal,Parahippocampal,14,PhG,Parahippocampal Gyrus,9.0,5,6,5.29,4,0.2917,1,PhG_L(R)_6_6,TH,area TH (medial PPHC),119,120,3.0,3.0,3,0.2917,0.3333,0.04167
parahippocampal,Parahippocampal,14,PhG,Parahippocampal Gyrus,9.0,5,6,5.29,4,0.2917,2,PhG_L(R)_6_2,A35/36c,caudal area 35/36,111,112,2.0,2.0,2,0.2083,0.2222,0.04167
parahippocampal,Parahippocampal,14,PhG,Parahippocampal Gyrus,9.0,5,6,5.29,4,0.2917,3,PhG_L(R)_6_3,TL,area TL (lateral PPHC),113,114,2.0,2.0,2,0.2083,0.2222,0.04167
parahippocampal,Parahippocampal,14,PhG,Parahippocampal Gyrus,9.0,5,6,5.29,4,0.2917,4,PhG_L(R)_6_1,A35/36r,rostral area 35/36,109,110,1.0,1.0,1,0.125,0.1111,0.04167
parahippocampal,Parahippocampal,14,PhG,Parahippocampal Gyrus,9.0,5,6,5.29,4,0.2917,5,PhG_L(R)_6_4,A28/34,area 28/34 (EC),115,116,1.0,1.0,1,0.125,0.1111,0.04167
